id,name,link,current_price,original_price,discount_rate,rating_average,quantity_sold,authors,seller_name,category,manufacturer,short_description
278074054,Sách Chu Du Nhật Bản - Mười Năm Ở Vùng Đất Mặt Trời Mọc,https://tiki.vn/product-p278074054.html?spid=278074056,137000,180000,24,5.0,16,Chris Broad,Tiki Trading,Du ký,NXB Trẻ,"Chu du Nhật Bản - cuốn sách bán chạy nhất theo bình chọn của Sunday Times tháng 8 năm 2023 - ghi lại một thập kỷ sống ở Nhật của tác giả Chris Broad. Với những câu chuyện hài hước và hấp dẫn, cuốn sác..."
275853507,"Sách Vòng Quanh Châu Á – Nam Kỳ, Trung Kỳ, Bắc Kỳ",https://tiki.vn/product-p275853507.html?spid=275853511,160300,239000,33,4.0,47,Jean Marie Albert Marcel Monnier,Tiki Trading,Du ký,Nhà Xuất Bản Dân Trí,"Cuốn sách viết về hành trình du ký của Marcel Monnier đến với nhiều quốc gia tại châu Á, trong đó có An Nam - thời điểm đó là một trong những thuộc địa của Pháp. Sau chuyến đi này, ông đã viết một cuố..."
241821210,Sách Những Nẻo Đường Nước Mỹ - Tập 1: Hành Trình Của Người Đi Xuyên 50 Tiểu Bang,https://tiki.vn/product-p241821210.html?spid=241821211,203000,250000,19,5.0,84,Nguyễn Tiến Niệm,Tiki Trading,Du ký,Nhà Xuất Bản Thế Giới,"Mùa xuân năm 2007, lần đầu tiên tôi đặt chân đến xứ sở cờ hoa rộng lớn. Không kể Việt Nam là nơi tôi đang sinh sống, Mỹ là quốc gia tôi đến và ở lâu nhất, trên dưới 10 lần và đã ở đó với khoảng thời g..."
210277405,Sách Du hành cùng Herodotus,https://tiki.vn/product-p210277405.html?spid=210277409,108000,135000,20,4.8,164,Ryszard Kapuściński,Tiki Trading,Du ký,Nhà Xuất Bản Thế Giới,Du ký là mảnh đất màu mỡ lúc xa xôi khi lạ lẫm vẫn là ấn tượng của con người về thế giới rộng lớn bên ngoài. Tưởng chừng sự hoàn thành quá trình tìm hiểu cặn kẽ những miền đất lạ đã tước đi chỗ đứng c...
210277378,Sách Gỗ mun,https://tiki.vn/product-p210277378.html?spid=210277384,128000,160000,20,4.6,218,Ryszard Kapuściński,Tiki Trading,Root,Nhà Xuất Bản Thế Giới,"Sơ lược về tác phẩmTrước hết là cái nhìn: Ryszard Kapuściński, đó là một cái nhìn luôn luôn độc đáo và thấu suốt, cho dù đối tượng sự quan sát của ông có là gì, và cho dù không mấy khi ông thích phân..."
205279963,1111 - Nhật Ký Sáu Vạn Dặm Trên Yên Xe Cà Tàng,https://tiki.vn/product-p205279963.html?spid=205279964,239501,272160,12,4.8,82,Trần Đặng Đăng Khoa,Nhà sách NetaBooks,Sách tiếng Việt,NXB Trẻ,1111 - Nhật Ký Sáu Vạn Dặm Trên Yên Xe Cà TàngTrần Đặng Đăng Khoa bắt đầu hành trình vạn dặm vòng quanh thế giới từ ngày 01/06/2017 tại cửa khẩu Mộc Bài (Tây Ninh). Với chiếc xe 100cc mang biển số Vi...
194960746,"Sách Đà Lạt, một thời hương xa - Du Khảo Văn Hóa Đà Lạt 1954 - 1975",https://tiki.vn/product-p194960746.html?spid=194960747,125000,195000,36,4.0,58,Nguyễn Vĩnh Nguyên,Tiki Trading,Du ký,NXB Trẻ,"Đà Lạt được kiến tạo từ những cuộc du hành văn hóa trong quá khứ. Đà Lạt từng là không gian văn hóa đô thị có sức hấp dẫn riêng, nơi gặp gỡ của những khát vọng tri thức lớn, điểm đến của những hành tr..."
193209826,Sách Con Đường Tơ Lụa - Vạn Dặm Xa Từ Pakistan Tới Tây An,https://tiki.vn/product-p193209826.html?spid=193209828,82560,129000,36,4.8,300,Trần Hồng Ngọc,Tiki Trading,Du ký,Nhà Xuất Bản Lao Động,Con đường tơ lụa là một trong những tuyến đường giao thương quan trọng và vĩ đại của nhân loại trong suốt hơn 1.500 năm lịch sử. Đặt chân tới những địa danh trên con đường tơ lụa có lẽ là mơ ước của r...
111582626,Sách Tôi Nghĩ Tôi Thích Nước Mỹ - Du Ký (Dương Thụy) (Tái Bản),https://tiki.vn/product-p111582626.html?spid=111582628,88000,118000,25,5.0,161,Dương Thụy,Tiki Trading,Sách tiếng Việt,NXB Trẻ,"Qua những câu chuyện cụ thể mà tác giả chứng kiến trên đất Mỹ, người đọc có thể vừa thư giãn với giọng văn vui tươi dí dỏm, vừa cảm nhận một nước Mỹ dù to lớn nhưng rất gần gũi...."
109982962,Sách Sự Thật Ta Nắm Giữ - Một Hành Trình Xuyên Nước Mỹ,https://tiki.vn/product-p109982962.html?spid=109982963,116700,195000,40,4.8,108,Kamala Harris,Tiki Trading,Du ký,Nhà Xuất Bản Dân Trí,"Được viết bởi một nhà lãnh đạo chính trị quyền lực bậc nhất Hoa Kỳ, nhưng cuốn sách không hề khiến độc giả ngợp trong những vấn đề chính trị khô khan. Như tác giả cũng khẳng định, đây không phải cương..."
53545646,Sách Tây Tạng Huyền Bí & Nghệ Thuật Sinh Tử (Tái Bản 2020),https://tiki.vn/product-p53545646.html?spid=53545647,107625,175000,39,4.7,594,Đặng Hoàng Xa,Tiki Trading,Du ký,Nhà Xuất Bản Thế Giới,"Tây Tạng Huyền Bí & Nghệ Thuật Sinh Tử (Tái Bản 2020)Tây Tạng là một khu vực cao nguyên tại châu Á, ở phía bắc và đông của dãy núi Himalaya. Đây là quê hương của người Tạng cũng như một số dân tộ..."
50379011,Sách Vàng Son Một Thuở Ba Tư - Tập Du Ký,https://tiki.vn/product-p50379011.html?spid=50723974,90000,100000,10,4.0,18,Nguyễn Chí Linh,Nhà sách Fahasa,Du ký,Nhà Xuất Bản Tổng hợp TP.HCM,"Vàng Son Một Thuở Ba Tư - Tập Du KýKhông như nền văn minh Ai Cập với các vị thần hóa thân vào trong loài vật, Hy Lạp quá rực rỡ với các vị thần tuyệt đẹp đường nét bước ra từ bộ sử thi và là một trong..."
48481757,Sách HIMALAYA – Hành Trình Chạm Đến Trán Trời,https://tiki.vn/product-p48481757.html?spid=48481758,62500,105000,40,3.7,125,Mai Lan,Tiki Trading,Sách tiếng Việt,Nhà Xuất Bản Thế Giới,HIMALAYA – Hành Trình Chạm Đến Trán TrờiCuốn sách được viết khi Mai Lan và người bạn đồng hành đang trên đường trở về Salleri – điểm gần với Vườn quốc gia Sagarmatha nhất có thể đến được bằng ô tô. 2 ...
41294584,Sách Du Ký Xanh - Hành Trình Cứu Biển,https://tiki.vn/product-p41294584.html?spid=41294585,65600,109000,40,4.5,33,Lekima Hùng,Tiki Trading,Root,,Ghi lại hành trình đi chụp ảnh rác thải nhựa gây ô nhiểm khắp Việt Nam của nhiếp ảnh gia Lekima Hùng. Hùng Lekima đã đi gần 7000km trong đó có 3.269km bờ biển từ Bắc chí Nam bằng xe máy.- Bố cục: Gồm...
23870341,Sách Vắt Qua Những Ngàn Mây,https://tiki.vn/product-p23870341.html?spid=23870342,63050,97000,35,5.0,103,Đỗ Quang Tuấn Hoàng,Tiki Trading,Root,Nhà Xuất Bản Văn Học,"Vắt qua những ngàn mây tập hợp những bài viết trong hành trình đi xuyên dải đất hình chữ S của tác giả Đỗ Quang Tuấn Hoàng. Ở mỗi vùng đất, từ miền phía Bắc Tổ quốc, băng qua dải đất miền Trung nắng g..."
17406542,Sách Thế Giới Rộng Lớn Đừng Đi Một Mình,https://tiki.vn/product-p17406542.html?spid=17406543,95200,119000,20,4.3,3256,Lý Thành Cơ,Tiki Trading,Sách tiếng Việt,Nhà Xuất Bản Phụ Nữ,"""Sợ thì sợ, nhưng nếu cứ sống mãi trong vùng sợ, liệu chúng ta có biết được tuổi trẻ của mình dài bao nhiêu?""Càng lớn, con người càng đem theo bên mình nhiều nỗi sợ. Sợ thất nghiệp, thất tình, sự ngh..."
15592528,Sách Đi Bộ Xuyên Việt Với Cây Đàn Guitar,https://tiki.vn/product-p15592528.html?spid=15592531,73800,124000,40,4.7,221,Hồ Nhật Hà,Tiki Trading,Sách tiếng Việt,Nhà Xuất Bản Thanh Niên,"Đi Bộ Xuyên Việt Với Cây Đàn GuitarĐi bộ xuyên Việt với hành trang là cây đàn guitar và không đồng trong túi là một quyết định hẳn nhiều người sẽ cho là điên rồ. Nhưng với Hồ Nhật Hà, đó lại hành trì..."
14660324,Sách Ở Lại Với Ngàn Sao (Du Ký),https://tiki.vn/product-p14660324.html?spid=87497438,140000,200000,30,4.7,25,Đỗ Doãn Hoàng,Liên Việt Official Store,Root,Nhà Xuất Bản Văn Học,"Chúng tôi lơ lửng trên bầu trời Thổ Nhĩ Kỳ. Như mộng du. Vật thể bay ấy trôi rất êm, rất chậm. Vừa bay còn vừa tự xoay quanh trục của mình khe khẽ, để khách lãng du có thể nhìn ba bề bốn bên các dãy n..."
8011013,Sách Đi Rong Trên Những Múi Giờ,https://tiki.vn/product-p8011013.html?spid=8011014,65600,109000,40,4.8,381,Nguyễn Hữu Tài,Tiki Trading,Root,Nhà Xuất Bản Thế Giới,"Đi rong trên những múi giờ là cuốn sách gồm 19 bài viết về cuộc hành trình khám phá các quốc gia nằm trải rộng trên ba châu lục Á, Âu, Phi dưới cái nhìn của một người Mỹ gốc Việt hòa trộn trong mình c..."
5995385,Sách Trên Đường Về Nhớ Đầy (Du Ký),https://tiki.vn/product-p5995385.html?spid=5995387,54000,85000,36,4.8,140,Dương Thành Truyền,Tiki Trading,Sách tiếng Việt,NXB Trẻ,"Những câu chuyện rủ rỉ, có duyên cùng những bức hình độc đáo có sức lôi kéo người đọc đọc mãi mà không muốn đặt sách xuống. Bạn đọc có thể thu nhận được rất nhiều từ cái nhìn thưởng lãm có phân tích c..."
1058052,Sách Bước Chân Theo Dấu Mặt Trời – Hành Trình Trở Về Ấn Độ,https://tiki.vn/product-p1058052.html?spid=1045288,76900,119000,35,4.3,1870,Phương Thu Thủy,Tiki Trading,Root,Nhà Xuất Bản Thế Giới,"Bước Chân Theo Dấu Mặt Trời – Hành Trình Trở Về Ấn Độ được viết bởi một người phụ nữ đã từ bỏ công việc ổn định, rời xa ngôi nhà êm ấm để trở thành kẻ lữ hành cô độc đến những miền đất lạ với tấm vé m..."
644149,Sách Từ Rừng Thẳm Amazon Đến Quê Hương Bolero,https://tiki.vn/product-p644149.html?spid=644153,70680,124000,43,4.8,1792,Nguyễn Tập,Tiki Trading,Root,Nhà Xuất Bản Tổng hợp TP.HCM,"Từ Rừng Thẳm Amazon Đến Quê Hương Bolero 10 năm sau tác phẩm Dặm đường lang thang (NXB Trẻ, 2006), cây bút du ký Nguyễn Tập lại cho ra mắt độc giả cuốn sách thứ hai: Từ rừng thẳm Amazon đến quê hươn..."
387725,Sách Xách Ba Lô Lên Và Đi - Tập 1: Châu Á Là Nhà. Đừng Khóc! (Tái Bản),https://tiki.vn/product-p387725.html?spid=88100,91000,119000,24,4.8,1880,Huyền Chip,Tiki Trading,Sách tiếng Việt,Nhà Xuất Bản Phụ Nữ,"Xách Ba Lô Lên Và Đi - Tập 1: Châu Á Là Nhà. Đừng Khóc! (Tái Bản) ""Bước chân của Huyền khởi đầu cho trào lưu mới trong giới trẻ Việt: Khát khao vươn ra thế giới, đi và trải nghiệm"" - Tiền Phong ""“Ta..."
277920196,Sách Từ Nhà Anh Về Nhà Em - Hành Trình 16.000 Km Đạp Xe Xuyên Âu-Á Của Cặp Đôi Pháp-Việt,https://tiki.vn/product-p277920196.html?spid=277920199,120000,150000,20,5.0,7,Thibault Clemenceau,Tiki Trading,Du ký,Nhà Xuất Bản Kim Đồng,"“Đạp xe từ nhà anh về nhà em” có thể có dăm bảy đường. Nếu “anh” và “em” sống trong cùng một làng, từ “nhà anh” có thể chỉ mất vài phút đạp xe là đến “nhà em”. Nếu cả hai sống trong cùng một đất nước,..."
275006253,Đường Xa Nắng Mới - Nguyễn Tường Bách,https://tiki.vn/product-p275006253.html?spid=275006254,171500,223000,23,5.0,27,Nguyễn Tường Bách,PHAN LỆ & FRIENDS,Du ký,Nhà Xuất Bản Hội Nhà Văn,"ĐƯỜNG XA NẮNG MỚITác giả: Nguyễn Tường Bách***Đường xa nắng mới của Nguyễn Tường Bách không chỉ đưa độc giả phiêu lãng khắp nơi qua những chuyến du hành thú vị, mà còn chia sẻ với người đọc những t..."
274468056,Sách Du Ký Việt Nam trên Nam Phong tạp chí (Hộp 2 cuốn),https://tiki.vn/product-p274468056.html?spid=274540893,738700,890000,17,4.0,1,"Nhiều tác giả, Nguyễn Hữu Sơn",Nhà Xuất Bản Trẻ,Du ký,NXB Trẻ,"Những đóng góp của Tạp chí Nam Phong (1917 - 1934)  trong việc xây dựng một nền quốc văn mới, phổ biến học thuật, giới thiệu những tư tưởng triết học, khoa học, văn chương, lịch sử… của cả Á và Âu tro..."
273842947,Sách Vạn Dặm Đường Từ Một Bước Chân,https://tiki.vn/product-p273842947.html?spid=273842948,124020,159000,22,5.0,63,Mavis ViVu Ký,Tiki Trading,Du ký,Nhà Xuất Bản Phụ Nữ Việt Nam,"“Vạn dặm đường từ một bước chân” là hành trình của Mavis Vi Vu Ký khám phá 63 tỉnh thành Việt Nam trong 6 năm. Bạn có thể tìm thấy trong 248 trang sách một Mavis ngây ngô, háo hức trước những điều mới..."
270442400,Sách Những bí ẩn trên thế giới chưa được giải đáp (Bìa mềm) - Tái bản,https://tiki.vn/product-p270442400.html?spid=270442401,77600,110000,29,5.0,12,Nguyễn Văn Huân,Tiki Trading,Root,Nhà Xuất Bản Dân Trí," Vũ trụ bao la đầy huyền bí luôn kích thích trí tưởng tượng vô cùng vô tận của con người. Hàng nghìn năm nay, con người vẫn miệt mài đi tìm câu trả lời cho những nghi vấn về vũ trụ. Nhưng đến nay, vũ ..."
270253544,Về Nơi Có Nhiều Cánh Đồng (Tái Bản 2023),https://tiki.vn/product-p270253544.html?spid=270253545,127500,150000,15,5.0,33,Phan,Nhà sách Fahasa,Root,nxb thanh nien,"    Về Nơi Có Nhiều Cánh Đồng   Về nơi có nhiều cánh đồng à cuốn du ký hoạ mới nhất của Lê Phan (Câu lạc bộ nghiên cứu bí ẩn, Xứ Mèo). Đây là tuyển tập ghi chép bằng tranh những câu chuyện thú vị ..."
269089318,Mùa Lá Rụng Trong Vườn - Ma Văn Kháng ,https://tiki.vn/product-p269089318.html?spid=269089322,79000,118000,33,5.0,61,Ma Văn Kháng,SBOOKS OFFICIAL,Du ký,Nhà Xuất Bản Văn Học,"Trước năm 1975, văn học Việt Nam đã có một quá trình “tắm táp” qua những cung bậc cảm chương khác nhau, nhưng hầu như đều sẽ nằm trong một từ trường có tầm ảnh hưởng - đó là cách mạng. Sự khởi nhóm củ..."
192333128,Sách Du Ký Phan Quang - Tiếc Nuối Hoa Hồng,https://tiki.vn/product-p192333128.html?spid=192333129,288000,450000,36,5.0,40,Phan Quang,Tiki Trading,Du ký,Nhà Xuất Bản Văn Học,"Tiếc nuối hoa hồng là tuyển tập du ký của nhà báo, nhà hoạt động đối ngoại Phan Quang. Các bài được viết vào những thời điểm khác nhau sau các chuyến đi công tác nước ngoài, đã in thành sách: Thơ thẩn..."
103511951,Sách Tinh Hoa Du Ký Trên Tri Tân Tạp Chí (1941-1945),https://tiki.vn/product-p103511951.html?spid=103511952,143000,259000,45,5.0,59,"Nguyễn Hữu Sơn, Trần Bá Dung",Tiki Trading,Du ký,Nhà Xuất Bản Thanh Niên,"Cuốn sách cung cấp tư liệu cho người yêu văn hóa, văn học, các ngành du lịch, địa phương học, nhân học và liên ngành khoa học xã hội … Tạp chí Tri Tân là Tuần báo do Nguyễn Tường Phượng làm chủ bút. ..."
50214757,Namaskar! Xin Chào Ấn Độ (Tái Bản 2020),https://tiki.vn/product-p50214757.html?spid=50214758,123500,130000,5,5.0,130,Hồ Anh Thái,Nhà sách Fahasa,Sách tiếng Việt,NXB Trẻ,"Namaskar! Xin chào Ấn Độ của Hồ Anh Thái được xuất bản lần đầu vào năm 2008, nay được Nxb. Trẻ tái bản lại cùng lúc với cuốn Salam! Chào Ba Tư – một sáng tác mới của tác giả, làm thành ..."
48629532,Sách Đến Nhật Bản Học Về Cuộc Đời (Tái Bản),https://tiki.vn/product-p48629532.html?spid=48629534,74000,99000,25,5.0,4,Lê Nguyễn Nhật Linh,Tiki Trading,Sách tiếng Việt,NXB Trẻ,"Nước Nhật trong mắt cô gái trẻ Việt có vô số điều lạ, nhưng đó là những điều khiến vùng đất của Đến Nhật Bản học về cuộc đời hiện lên rất thật, rất gần gũi.Đọc Đến Nhật Bản học về cuộc đời để hiểu th..."
36061937,Sách Nửa Vòng Trái Đất Uống Một Ly Trà,https://tiki.vn/product-p36061937.html?spid=36061938,77800,120000,35,4.6,577,Di Li,Tiki Trading,Du ký,Nhà Xuất Bản Lao Động,"Nửa Vòng Trái Đất Uống Một Ly Trà“Chỉ cần qua dặm trang sách, Di Li đưa người ta từ Việt sang Nhật, từ Osaka tới Kobe, từ ngoài mưa vào trong bếp, cho người ta biết lịch sử ăn thịt của người Nhật, và..."
33765288,Sách Đi Thật Xa Trên Một Chiếc Camper,https://tiki.vn/product-p33765288.html?spid=33765289,114500,172000,33,4.8,106,,PHAN LỆ & FRIENDS,Sách tiếng Việt,Nhà Xuất Bản Phụ Nữ,"Khi bạn đọc cuốn sách đầy cảm hứng này, có thể tác giả vẫn đang dấn bước trên một cung đường xa xôi. Ở Khải Đơn, mỗi cuốn sách sẽ vẽ ra một hành trình và hứa hẹn một hành trình tiếp nối. Điều đó truyề..."
26412706,Sách Đừng Chết Ở Ả Rập Xê Út,https://tiki.vn/product-p26412706.html?spid=29349096,69300,99000,30,4.8,80,Nghiêm Hương,Nhà sách Fahasa,Root,,Cuốn sách là tự truyện của một người phụ nữ đi xuất khẩu lao động tại Ả Rập Xê Út với mong muốn đổi đời với lời hứa hẹn từ trung tâm. Chỉ đến khi đặt chân đến đất nước Ả Rập cô mới nhận ra mình bị lừa...
14523892,Sách Chốc Lát Những Bến Bờ,https://tiki.vn/product-p14523892.html?spid=14523893,87000,115000,24,4.8,491,Hồ Anh Thái,Tiki Trading,Sách tiếng Việt,,"“Chốc lát những bến bờ” là những ghi chép về các chuyến đi. Với Hồ Anh Thái, những chuyến đi về đất Phật Ấn Độ, đến Ba Tư quê hương của những câu chuyện thần kỳ với những khu chợ và những tấm thảm, sa..."
10190801,Sách Đà Lạt Bên Dưới Sương Mù,https://tiki.vn/product-p10190801.html?spid=20481144,201500,229000,12,4.8,64,Nguyễn Vĩnh Nguyên,Nhà sách Fahasa,Sách tiếng Việt,,"Một Đà Lạt thời vàng son trong đời sống văn hóa đã từng được Nguyễn Vĩnh Nguyên tái hiện qua cuốn du khảo Đà Lạt, một thời hương xa.Lần này, là một cách tiếp cận khác, hành trình khác. Phần chìm, phầ..."
4708867,Sách Thiên Đường Qua Những Ô Cửa Màu Xanh,https://tiki.vn/product-p4708867.html?spid=32220118,63000,70000,10,5.0,12,Na Hồ,Nhà sách Fahasa,Sách tiếng Việt,,"Thiên Đường Qua Những Ô Cửa Màu XanhThiên đường qua những ô cửa màu xanh không chỉ là ghi chép du lịch trong hành trình qua các nước châu Âu, mà còn gom góp những trải nghiệm đẹp đẽ trong suốt quá tr..."
4059697,Sách Theo Chân Người Tình & Một Mảnh Tình Riêng,https://tiki.vn/product-p4059697.html?spid=4060657,58000,85000,32,4.8,86,Sơn Nam,Tiki Trading,Du ký,,Theo Chân Người Tình & Một Mảnh Tình RiêngĐây là hai trong số không nhiều tác phẩm viết dưới dạng ghi chép – tùy bút của nhà văn Sơn Nam. Theo chân người tình là chuyện kể về chuyến đi làm cố vấ...
275466963,Tây Tạng Huyền Bí Và Nghệ Thuật Sinh Tử - Đặng Hoàng Xa (Omega),https://tiki.vn/product-p275466963.html?spid=72187247,140000,175000,20,4.7,24,Đặng Hoàng Xa,Sống Official,Sách tiếng Việt,Nhà Xuất Bản Thế Giới,"TÂY TẠNG HUYỀN BÍ VÀ NGHỆ THUẬT SINH TỬTác giả: Đặng Hoàng Xa     NỘI DUNG CHÍNHTây Tạng là một khu vực cao nguyên tại châu Á, ở phía bắc và đông của dãy núi Himalaya. Đây là quê hương của người T..."
270442383,Sách Những bí ẩn trên thế giới chưa được giải đáp (Bìa cứng) - Tái bản,https://tiki.vn/product-p270442383.html?spid=270442386,104000,140000,26,5.0,11,Nguyễn Văn Huân,Tiki Trading,Du ký,Nhà Xuất Bản Dân Trí," Vũ trụ bao la đầy huyền bí luôn kích thích trí tưởng tượng vô cùng vô tận của con người. Hàng nghìn năm nay, con người vẫn miệt mài đi tìm câu trả lời cho những nghi vấn về vũ trụ. Nhưng đến nay, vũ ..."
225267771,Sách Những Miền Lưu Dấu - Cảnh Việt Trong Văn Chương,https://tiki.vn/product-p225267771.html?spid=225267773,202000,250000,19,3.5,21,Nhiều tác giả,Tiki Trading,Root,Nhà Xuất Bản Kim Đồng,"“Nhờ có văn chương, chúng ta có khả năng đặt chân đến những nơi chốn mình chưa từng được tới. Chúng ta thấy mình ngồi trên tảng đá rêu, dưới bóng râm Côn Sơn khi ngâm ngợi vần thơ Nguyễn Trãi, chúng t..."
208648538,Sách Những bố già châu Á (Tái bản Mới Nhất) - Alphabooks - BẢN QUYỀN,https://tiki.vn/product-p208648538.html?spid=263024813,159000,199000,20,3.3,20,,Alpha Books Official,Root,Nhà Xuất Bản Thế Giới,       Những Bố Già Châu Á (Tái bản Mới Nhất)    Họ là ai?    Nhà tài phiệt hay trùm xã hội đen?    Những tính cách đặc trưng của họ là gì?    Cuốn sách này sẽ cho bạn biết:    Họ đã trở thàn...
198643637,Sách Tung tăng tung tẩy…trời Tây (Tái bản T9/2022),https://tiki.vn/product-p198643637.html?spid=198643638,58000,100000,42,4.7,18,Lưu Đình Triều,Tiki Trading,Sách tiếng Việt,Nhà Xuất Bản Tổng hợp TP.HCM,"Tập bút ký ""Tung tăng tung tẩ trời Tây"" của nhà báo Lưu Đình Triều không chỉ miêu tả cảnh vật, danh lam thắng cảnh, công trình văn hóa nghệ thuậ anh còn ghi nhận tâm lý, tính cách của con người nơi ấy..."
174180289, Tuyển Tập Du Ký( Tặng kèm sổ tay),https://tiki.vn/product-p174180289.html?spid=174180290,121500,130000,7,4.0,2,,NHBook,Du ký,Nhà Xuất Bản Tri Thức,"Tuyển tập Du ký1. Học giả, nhà báo, nhà hoạt động xã hội Đặng Xuân Viện (1880-1958), tục danh Bốn Đễ, các bút danh Phục Ba, Thiện Đình, Đặng Nguyên Khu, Đặng Viết Nhiêu; quê tại làng Hành Thiện (nay ..."
71353257,Sách Từ Nhà Ra Thế Giới - Những Bước Chân Đầu Tiên Của Một Công Dân Toàn Cầu,https://tiki.vn/product-p71353257.html?spid=71353258,44000,79000,44,4.8,74,Nhiều tác giả,Tiki Trading,Root,Nhà Xuất Bản Thanh Niên,TỪ NHÀ RA THẾ GIỚINhững bước chân đầu tiên của một công dân toàn cầuBạn hình dung như thế nào về việc du học? Bạn nghĩ thế nào là một công dân toàn cầu? Trong TỪ NHÀ RA THẾ GIỚI - Những bước chân đầ...
3767321,Sách Mùi Hương Trầm,https://tiki.vn/product-p3767321.html?spid=3767323,181500,248000,27,4.8,591,Nguyễn Tường Bách,PHAN LỆ & FRIENDS,Nhà Sách Tiki,Nhà Xuất Bản Lao Động,"Trải dài từ Ấn Độ, Nepal, Tây Tạng, Trung Hoa,... trên thực địa, với núi Linh Thứu, vườn Lộc Uyển, Lâm-tì-ni, Lhasa, thành phố Varanasi,... mỗi dấu chân du hành không mang lấy cái chộn rộn của xu thế ..."
276558647,Café Nàng Thơ,https://tiki.vn/product-p276558647.html?spid=276558648,161500,190000,15,5.0,6,Nicky Khánh Ngọc,Nhà sách Fahasa,Du ký,nxb thanh nien,"    Café Nàng Thơ   Những quán Café và ký ức Châu Âu   “Café Nàng Thơ” ghi lại những khoảnh khắc quý giá và tâm sự chưa từng hé lộ từ những ngày tác giả lang thang qua những quán café ở khắp nơi,..."
276318076,Vẻ Đẹp Của Cảnh Sắc Tầm Thường - Hay Vì Sao Chúng Ta Cần Thay Đổi Cách Thưởng Thức Thiên Nhiên? (Đặng Hoàng Giang) - Omega Plus,https://tiki.vn/product-p276318076.html?spid=276318088,188000,235000,20,5.0,1,Đặng Hoàng Giang,Alpha Books Official,Du ký,Nhà Xuất Bản Hội Nhà Văn,"NỘI DUNG CHÍNH“Vẻ đẹp của cảnh sắc tầm thường - Hay vì sao chúng ta cần thay đổi cách thưởng thức thiên nhiên?” là tác phẩm mới nhất của tác giả Đặng Hoàng Giang. Trong 9 năm qua, tác giả Đặng Hoàng ..."
274684657,Thế Giới Rộng Lớn Đừng Đi Một Mình - Tặng Kèm Bookmark + Postcard,https://tiki.vn/product-p274684657.html?spid=274684658,107100,119000,10,5.0,2,Lý Thành Cơ,Nhà sách Fahasa,Root,Nhà Xuất Bản Phụ Nữ Việt Nam,"    Thế Giới Rộng Lớn Đừng Đi Một Mình   Nếu như Đen Vâu từng hát:   “Đi theo bóng mặt trời, trên những con đường xa anh rong ruổi   Thà làm con kiến tự do còn hơn là chúa sơn lâm ở trong cũi  ..."
249941178,Tung Tăng Tung Tẩy…Trời Tây (Tái Bản T9/2022),https://tiki.vn/product-p249941178.html?spid=249941179,80000,100000,20,5.0,3,Lưu Đình Triều,NXB TỔNG HỢP,Du ký,Nhà Xuất Bản Tổng hợp TP.HCM,"Tập bút ký ""Tung tăng tung tẩy trời Tây"" của nhà báo Lưu Đình Triều không chỉ miêu tả cảnh vật, danh lam thắng cảnh, công trình văn hóa nghệ thuậ anh còn ghi nhận tâm lý, tính cách của con người nơi ..."
220666217,Sách Phía Sau Cỗ Torii – Lạc Bước Thanh Xuân,https://tiki.vn/product-p220666217.html?spid=220666218,135000,180000,25,5.0,111,sontungst,Tiki Trading,Du ký,Nhà Xuất Bản Dân Trí,PHÍA SAU CỖ TORII – LẠC BƯỚC THANH XUÂN“Phía sau cỗ torii - Lạc bước thanh xuân” là hành trình của một “gã trai” đi khám phá nước Nhật trong suốt 1600 ngày.Đặt chân đến Nhật Bản khi còn là một du họ...
137941678,Sách - NXB Trẻ - Người Quảng Nam,https://tiki.vn/product-p137941678.html?spid=274117432,180000,200000,10,5.0,8,,info book,Du ký,NXB Trẻ,NGƯỜI QUẢNG NAMTác giả: Lê Minh QuốcKhổ sách: 16x24cmSố trang: 406In lần thứ 1 năm 2012Giới thiệu tóm tắt tác phẩm:Cuốn sách được Sơn Nam viết lời giới thiệu như sau:“…Tập sách của Lê Minh Quốc...
72882541,Sách Chu Du Xứ Sương Mù,https://tiki.vn/product-p72882541.html?spid=73300796,70500,75000,6,5.0,24,Kim Anh,Nhà sách Fahasa,Sách tiếng Việt,Nhà Xuất Bản Kim Đồng,"Chu du xứ sương mù kể về chuyến đi học tập, trải nghiệm, vui chơi của một cô gái ở vương quốc Anh. Trong hành trình ấy có vất vả của những ngày làm hồ sơ xin học bổng. Có nỗi buồn của những ngày xa xứ..."
15592527,Sách Đi Như Tờ Giấy Trắng,https://tiki.vn/product-p15592527.html?spid=15592530,76900,119000,35,4.7,262,Trần Thuỳ Linh,Tiki Trading,Sách tiếng Việt,Nhà Xuất Bản Văn Học,"Đi Như Tờ Giấy TrắngCuốn sách là những trang viết về trải nghiệm du lịch ở những vùng đất từ lạ đến quen, từ nước ngoài về Việt Nam. Các trang du ký thú vị, đầy màu sắc, độc đáo bởi được tạo nên dưới..."
1061576,Sách Đạp Xe Vì Tình Từ Ấn Sang Âu,https://tiki.vn/product-p1061576.html?spid=20478987,91800,108000,15,5.0,14,Per J Andersson,Nhà sách Fahasa,Root,,"Đạp Xe Vì Tình Từ Ấn Sang Âu Vào ngày 22 tháng 1 năm 1977, chàng trai trẻ Mahanandia, khi đó 24 tuổi, đã bắt đầu hành trình bằng xe đạp kéo dài 4 tháng từ thành phố Delhi, Ấn Độ đến thị trấn Boras, T..."
